Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Revenue,Cumulative_Revenue,Total_Revenue,Revenue_Share_Pct,ABC_Class,Date_of_Sale,Run_Rate_Daily,Days_Inventory_On_Hand,Inventory_Status
haircare,SKU25,39.62934398509263,73,142,2174.777054350654,Male,82,11,52,3,Carrier C,2.231073681281728,Supplier 4,Kolkata,19,934,23,78.28038311841539,Pending,3.797231217114183,Road,Route B,458.535945739209,5627.3668458831535,2225262.7389410557,2285549.9646779993,0.9736224424455157,C (Low Value),2023-03-22,4.733333333333333,17.323943661971832,Overstocked (Cash Trap)
skincare,SKU3,61.163343016437736,68,83,7766.836425685233,Non-binary,23,13,59,6,Carrier C,1.7295685635434288,Supplier 5,Kolkata,24,937,18,35.62474139712503,Fail,4.74664862064775,Rail,Route A,254.77615921928663,5076.557470364332,2230339.29641142,2285549.9646779993,0.9758435960185375,C (Low Value),2023-05-13,2.7666666666666666,8.313253012048193,Healthy
skincare,SKU86,19.99817694040422,18,223,1229.5910285649834,Unknown,32,14,22,6,Carrier B,1.4543053101535517,Supplier 1,Mumbai,4,569,18,74.60896999519468,Pass,2.0515129307662465,Rail,Route A,264.2548898358665,4459.593457710142,2234798.88986913,2285549.9646779993,0.9777948084298306,C (Low Value),2023-02-18,7.433333333333334,4.304932735426009,Healthy
skincare,SKU90,13.881913501359142,56,320,9592.633570280312,Non-binary,66,18,96,7,Carrier B,7.674430708112694,Supplier 3,Bangalore,8,585,8,85.67596333579797,Pass,1.2193822244013883,Rail,Route B,990.0784725058112,4442.2123204349255,2239241.102189565,2285549.9646779993,0.9797384160468535,C (Low Value),2023-09-17,10.666666666666666,6.1875,Healthy
skincare,SKU4,4.805496036345893,26,871,2686.505151567447,Non-binary,5,3,56,8,Carrier A,3.890547915870672,Supplier 1,Delhi,5,414,3,92.06516059871284,Fail,3.145579522833002,Air,Route A,923.4406317119222,4185.587047657273,2243426.6892372225,2285549.9646779993,0.9815697420350593,C (Low Value),2023-02-25,29.033333333333335,0.17221584385763491,Stock Out Risk (Hot Item)
haircare,SKU51,26.70076097246173,61,154,9866.465457979695,Male,100,4,52,1,Carrier A,4.783000557947665,Supplier 5,Bangalore,18,673,28,14.19032834456998,Pending,1.7729511720835571,Road,Route A,694.9823175794459,4111.917189759107,2247538.6064269817,2285549.9646779993,0.9833688351431982,C (Low Value),2023-10-07,5.133333333333334,19.48051948051948,Overstocked (Cash Trap)
cosmetics,SKU71,6.381533162747966,14,637,8180.337085425443,Female,76,2,26,6,Carrier A,9.228190317052515,Supplier 2,Bangalore,2,258,10,30.66167747785956,Pending,2.078750607874969,Road,Route A,405.1670678888559,4065.0366246704543,2251603.6430516522,2285549.9646779993,0.9851474165295137,C (Low Value),2023-06-30,21.233333333333334,3.579277864992151,Healthy
skincare,SKU13,16.160393317379977,5,249,4052.738416237866,Male,80,8,48,9,Carrier A,9.537283061108338,Supplier 5,Bangalore,23,173,10,97.82905011017328,Pending,1.6310742300715386,Road,Route B,547.2410051609685,4023.9379360276143,2255627.58098768,2285549.9646779993,0.9869080159468161,C (Low Value),2023-07-02,8.3,9.638554216867469,Healthy
skincare,SKU39,19.127477265823256,26,176,1912.4656631007608,Female,78,29,34,3,Carrier A,5.562503778830384,Supplier 2,Kolkata,30,791,6,9.005807428781642,Fail,1.451972203996816,Air,Route B,653.6729945520332,3366.435998784893,2258994.0169864646,2285549.9646779993,0.9883809375852888,C (Low Value),2023-11-01,5.866666666666666,13.295454545454545,Healthy
skincare,SKU63,13.017376785287857,55,246,4256.949140850225,Non-binary,54,19,10,4,Carrier A,2.45793352798733,Supplier 3,Bangalore,18,736,10,20.075003975630484,Pending,3.6328432903821337,Sea,Route A,687.2861778664173,3202.274689180813,2262196.2916756454,2285549.9646779993,0.989782033487225,C (Low Value),2023-04-17,8.2,6.585365853658536,Healthy
cosmetics,SKU94,3.037688724631414,97,987,7888.356546661873,Unknown,77,26,72,9,Carrier B,6.942945942032581,Supplier 2,Delhi,12,908,14,60.38737861486212,Pass,1.4636074984727798,Rail,Route B,846.6652569866948,2998.198771211206,2265194.4904468567,2285549.9646779993,0.9910938397559773,C (Low Value),2023-07-22,32.9,2.3404255319148937,Healthy
haircare,SKU74,3.170011413566155,64,904,5709.945295969287,Female,41,6,1,5,Carrier A,5.237654650037448,Supplier 4,Delhi,1,919,9,80.58085215644782,Fail,0.3966127241099354,Rail,Route A,341.55265678322337,2865.690317863804,2268060.1807647203,2285549.9646779993,0.9923476694084249,C (Low Value),2023-12-23,30.133333333333333,1.3606194690265487,Healthy
haircare,SKU30,8.022859210526393,10,327,2766.342366866089,Male,60,26,35,7,Carrier B,8.954528315318015,Supplier 4,Kolkata,27,806,30,51.63489340010933,Pending,0.9653947053523932,Road,Route C,880.080988247161,2623.4749618421306,2270683.6557265623,2285549.9646779993,0.99349552222389,C (Low Value),2023-03-09,10.9,5.5045871559633035,Healthy
haircare,SKU48,76.03554442689172,28,29,7397.07100458718,Non-binary,30,16,9,3,Carrier C,7.0958331565551385,Supplier 2,Mumbai,9,109,18,23.126363582464776,Fail,1.6981125407144038,Rail,Route B,768.65191395437,2205.03078837986,2272888.686514942,2285549.9646779993,0.9944602925515824,C (Low Value),2023-01-12,0.9666666666666667,31.03448275862069,Healthy
skincare,SKU16,7.547172109791272,74,280,6453.797968176285,Female,2,5,78,1,Carrier B,4.191324585705502,Supplier 1,Bangalore,3,399,21,77.10634249785001,Pass,1.012563089258049,Air,Route A,865.5257797712403,2113.2081907415563,2275001.8947056835,2285549.9646779993,0.9953848876045893,C (Low Value),2023-07-26,9.333333333333334,0.21428571428571427,Healthy
skincare,SKU56,20.986386037043378,90,93,4767.020484344137,Non-binary,25,23,83,5,Carrier C,1.7744297140717396,Supplier 1,Mumbai,24,826,28,12.836284572832753,Pass,1.173755495387454,Air,Route B,832.2108087060217,1951.7339014450342,2276953.6286071283,2285549.9646779993,0.9962388325769627,C (Low Value),2023-04-01,3.1,8.064516129032258,Healthy
cosmetics,SKU85,76.96299441519388,83,25,8684.613059253858,Female,15,18,66,2,Carrier C,8.249168704871728,Supplier 5,Chennai,4,211,2,69.9293455186723,Fail,1.3744289997457582,Road,Route B,842.6868300046415,1924.074860379847,2278877.7034675083,2285549.9646779993,0.9970806758488734,C (Low Value),2023-02-09,0.8333333333333334,18.0,Healthy
cosmetics,SKU23,4.324341185864164,30,391,8858.367571011484,Unknown,84,5,29,7,Carrier A,2.924857601145554,Supplier 5,Kolkata,11,568,29,98.60995724270389,Pending,1.342291562722734,Rail,Route A,196.32944611241268,1690.817403672888,2280568.520871181,2285549.9646779993,0.9978204616465166,C (Low Value),2023-07-27,13.033333333333333,6.445012787723785,Healthy
haircare,SKU70,47.914541824058766,90,32,7014.887987203389,Female,10,12,22,4,Carrier B,6.315717754600723,Supplier 1,Bangalore,22,775,16,11.440781823761265,Pass,1.8305755986122316,Road,Route C,183.272898748711,1533.2653383698805,2282101.786209551,2285549.9646779993,0.9984913134598946,C (Low Value),2023-04-11,1.0666666666666667,9.375,Healthy
cosmetics,SKU28,2.397274705597141,12,394,6117.324615083992,Female,48,15,24,4,Carrier B,9.898140508069222,Supplier 1,Mumbai,13,171,7,59.42938181069157,Fail,0.815757079295672,Air,Route A,123.43702751182708,944.5262340052736,2283046.3124435563,2285549.9646779993,0.998904573396716,C (Low Value),2023-12-14,13.133333333333333,3.654822335025381,Healthy
haircare,SKU24,4.156308359311108,32,209,9049.077860939897,Male,4,26,2,8,Carrier C,9.741291689284369,Supplier 2,Bangalore,28,447,3,40.382359702924816,Pending,3.691310292628728,Air,Route A,758.7247726029383,868.6684470960216,2283914.980890652,2285549.9646779993,0.9992846431657085,C (Low Value),2023-09-26,6.966666666666667,0.5741626794258373,Healthy
haircare,SKU45,33.78413803306551,1,24,5267.956807510521,Male,93,7,52,6,Carrier B,5.21515500871191,Supplier 2,Chennai,25,794,25,66.31254443999165,Pass,3.219604612084106,Rail,Route A,495.305697028474,810.8193127935722,2284725.800203446,2285549.9646779993,0.9996394021188377,C (Low Value),2023-12-31,0.8,116.25,Overstocked (Cash Trap)
skincare,SKU6,4.078332863107945,48,65,7823.476559531737,Male,11,15,58,8,Carrier C,3.880763302952003,Supplier 3,Kolkata,14,314,24,1.0850685695870688,Pending,1.0009106193041355,Sea,Route A,134.36909686103172,265.0916361020164,2284990.891839548,2285549.9646779993,0.9997553880479134,C (Low Value),2023-03-26,2.1666666666666665,5.0769230769230775,Healthy
haircare,SKU5,1.6999760138659377,87,147,2828.348745975759,Non-binary,90,27,66,3,Carrier B,4.444098864382293,Supplier 4,Bangalore,10,104,17,56.7664755574318,Fail,2.7791935115711617,Road,Route A,235.4612367355375,249.89647403829284,2285240.7883135863,2285549.9646779993,0.9998647256156324,C (Low Value),2023-10-14,4.9,18.367346938775512,Overstocked (Cash Trap)
haircare,SKU97,3.526111259143416,56,62,4370.916579984536,Male,46,19,4,9,Carrier A,7.904845611209675,Supplier 4,Mumbai,10,535,13,65.76515592636746,Fail,3.376237834717981,Road,Route A,540.1324228679678,218.61889806689177,2285459.407211653,2285549.9646779993,0.9999603782600487,C (Low Value),2023-02-04,2.066666666666667,22.258064516129032,Healthy
haircare,SKU2,11.319683293090566,34,8,9577.74962586873,Unknown,1,10,88,2,Carrier B,8.054479261732155,Supplier 1,Mumbai,12,971,27,30.688019348284204,Pending,4.580592619199229,Air,Route C,141.92028177151906,90.55746634472453,2285549.964677998,2285549.9646779993,0.9999999999999993,C (Low Value),2023-10-04,0.26666666666666666,3.75,Healthy
